,Time,User,Tweet
143,2022-05-07 22:45:34+00:00,OneWonby,"RT @TheRobertHatton: First CNN imploded, then Elon Musk buys Twitter, then Roe V Wade is overturned and now Joy Behar is retiring. 2022 is…"
144,2022-05-07 22:45:07+00:00,Hollybun2,"RT @TheRobertHatton: First CNN imploded, then Elon Musk buys Twitter, then Roe V Wade is overturned and now Joy Behar is retiring. 2022 is…"
145,2022-05-07 22:41:47+00:00,TheRobertHatton,"First CNN imploded, then Elon Musk buys Twitter, then Roe V Wade is overturned and now Joy Behar is retiring. 2022… https://t.co/rkA3k5r4F8"
146,2022-05-07 22:41:06+00:00,Mohdm007,"RT @dbnewsindia: Elon Musk Buy Twitter: एलन मस्क का हुआ ट्विटर, 44 बिलियन डॉलर में तय हुई डील
#ElonMusk #twittersold
#ElonMuskBuyTwitter ht…"
147,2022-05-07 22:38:39+00:00,winstonbennett6,"RT @winstonbennett6: Tough Truck Tuesday!2022 Ford F150 FTX SuperCrew 4x4! Great looking package from @FordTrucks @Ford @TuscanyTrucks 
#to…"
148,2022-05-07 22:24:02+00:00,akhtaranas45,"Today is your day !!!
@opensea #NFT #art #creativity #twittersold"
149,2022-05-07 22:18:55+00:00,NEVERBOW,"RT @piyush_mahamuni: The cost of free speech is $44 billion. 

Elon Musk buys Twitter. 

#ElonMusk #ElonMuskBuysTwitter #CEO_of_Twitter #El…"
150,2022-05-07 22:03:20+00:00,kyara_81,"#share #contiamoci #dannicollaterali
#vaccini #twittersold
#tendenza #DraghiVatteneSUBITO  ##https://twitter.com/mi… https://t.co/m65mlGfFoe"
151,2022-05-07 21:46:09+00:00,Mr_Musa07,#LockUp New post #MunawarFaruqui Alone but Happy #YetToCome #photoshop #twittersold https://t.co/6K3saIMDwV
152,2022-05-07 21:19:54+00:00,KayTweetTweet,RT @MuellerSheWrote: Why is no one talking about the letter Jim Jordan and 17 other GOP reps sent to twitter threatening an investigation a…
153,2022-05-07 21:15:18+00:00,DCorbetta,al primo che si prenota offro 1 BAT di #ricompensa tramite #twittersold
154,2022-05-07 21:09:26+00:00,BlxckHeartNFT,Binance has committed $500 million for Elon Musk’s proposed takeover of Twitter as part of its strategy to bring so… https://t.co/qXARnmTInl
155,2022-05-07 20:26:07+00:00,ontsunshine,"RT @ShaneWenzel: Change starts at the top. 

Elon Musk Planning to Fire Twitter Execs, Take Over as CEO https://t.co/HM3jxRkJfG #twittersold"
156,2022-05-07 20:13:24+00:00,VSShiva2,"Twitter is Underreted !! 
#twittersold"
157,2022-05-07 20:11:08+00:00,ShaneWenzel,"Change starts at the top. 

Elon Musk Planning to Fire Twitter Execs, Take Over as CEO https://t.co/HM3jxRkJfG #twittersold"
158,2022-05-07 20:09:20+00:00,hasanbilgen902,#keşfet #twittersold
159,2022-05-07 20:08:33+00:00,Hvzkin11,#TSLA #twittersold #ElonMuskBuyTwitter #ElonMusk https://t.co/eGCsXXfcyl
160,2022-05-07 19:59:15+00:00,ariegoldshlager,"RT @ariegoldshlager: #ElonMuskBuysTwitter #twittersold 
These are all technical, secondary or indirect issues.  The primary focus should ac…"
161,2022-05-07 19:55:56+00:00,thenumber42,"You're Fired. #twittersold 

https://t.co/RAPW1jo1yB"
162,2022-05-07 19:19:08+00:00,dreamGirl1200,Couple goal @mahnoorh820 @Jamie_Young_com #MiamiGP #twittersold #explore https://t.co/zGbyTGqpp0
163,2022-05-07 18:40:08+00:00,Amlanray,"Suddenly feeling like an alien among all twitter trends! 
#ElonMuskTwitter Are BOTS taking control or selling controls? #twittersold"
164,2022-05-07 18:32:07+00:00,CathsTech,RT @CatherineAdenle: Job interest in Twitter skyrocketed more than 250% since Elon Musk moved to take over. But current employees are nervo…
165,2022-05-07 18:25:41+00:00,Favendrai20,"""Congratulate sir""
Finally another starlink mission is complete 2022 @elonmusk @SpaceXStarlink @mayemusk #Starlinks… https://t.co/ecQ3frKbHk"
166,2022-05-07 18:25:14+00:00,BonnieM54110896,RT @heypatric09: #anime #twittersold #нюдсочетверг #ThatThatFeatSUGA  Me problem https://t.co/JRMqE5jLAZ
167,2022-05-07 18:23:01+00:00,lagun35,"RT @thebtcquen: 4 Mayıs'ta güncellenen SEC dosyalarına göre #Binance , #ElonMusk  'ın Twitter'ı satın almasına destek sağlamak için 500 mil…"
168,2022-05-07 18:15:36+00:00,nidamarthikr,#ElonMusk trying to buy Twitter is like my friend trying to buy a home with no money but having a long list of pote… https://t.co/9jufR87mqx
169,2022-05-07 18:09:02+00:00,Careerstips1,RT @CatherineAdenle: Job interest in Twitter skyrocketed more than 250% since Elon Musk moved to take over. But current employees are nervo…
170,2022-05-07 18:00:16+00:00,rebelwoc,"RT @Subha7Suman: Donald Trump celebration🎉🤸‍♀️ after #ElonMusk #TwitterTakeover 
@elonmusk announce free speech .

#CEO_of_Twitter #ParagAg…"
171,2022-05-07 17:55:45+00:00,juliebhunt,"RT @ariegoldshlager: #ElonMuskBuysTwitter #twittersold 
These are all technical, secondary or indirect issues.  The primary focus should ac…"
172,2022-05-07 17:49:10+00:00,WAIZ009,"Ussa itna chahunga 🙂 itna chuhunga.!
Ka wo bhool jayga ka koi mujha iss traha bhi chah sakta hai👀💖🙃...!:-)

#twittersold #tweetme #twitter"
173,2022-05-07 17:46:02+00:00,TechandC,RT @CatherineAdenle: Job interest in Twitter skyrocketed more than 250% since Elon Musk moved to take over. But current employees are nervo…
174,2022-05-07 17:41:58+00:00,haque_shahidul,"RT @RankingRoyals: Elon Musk’s acquisition of Twitter, worth approximately $44 billion, is one of the largest leveraged buyouts in history.…"
175,2022-05-07 17:41:25+00:00,II_UTKARSH,"How to increase the Twitter followers?

A jao bhai sare gyan de do mujhe.

@elonmusk 
#twittersold"
176,2022-05-07 17:21:36+00:00,DE_Ellis_,"#twitter
#twittersold
#TwitterTakeover
#TwitterCEO
#ElonMuskBuyTwitter
#ElonMuskBuysTwitter
#ElonMuskTwitter… https://t.co/rdLoSs9M9x"
177,2022-05-07 17:17:11+00:00,MssRossieCheeks,"RT @dazzzmin: Silver bracelets (Azurfa)
#silver #azurfa #ElonMuskBuyTwitter #twittersold https://t.co/e6lXIjzNPf"
